text,label
Munafdivan3602 su ke chhe jovo brobr ane aapde nati jati ma jagdiye chhi kadach kajal himdustani ae aa spich hindu dikriyu ane hindu ma bap ne chetvva mate vat bansvi ne kidhi hase to pan kai khotu nathi kryu hu bharwad chhu jo amari dikriyu no nam lai ne udaharn aapyu hot yo pan hu Dil thi khotu na lagadt  kam krvu aghru chhe bolvu kai pan sellu chhe hoy himat patidar samaj athva koi dikra ni to kro madar kajal nu ...aavedan ane FRI...bhanela nu aadhar vagar nu hathiyar bani gyu chhe.kajal ne aa bilva badal su sarkar kri lese,1
Tu bolechhe ne achkaine tenauparthi spstthaychhe bhai ke taroj vakchhe ane idioma tuj bolechhe biji paltino koi nthi bhai karfyunoto bhang kariyuchhene marigya hoytoy  toy pan karfyuno bhang nokray ame gribne pan niyambhang karani sjajdechheto tnepan jadvijoiye ane medamne farithi ame mangdikariyechhiyeke te polisma farithi avijay ne tane jelma nakhiye,1
Aama Kaya kaydana aadhare kam kare chhe police dikari to koi ni office ma nokri kare chhe malik kahe tevu taiping Karine temne aapyu chhe to dikari ne gunegar sha mate police banave chhe police pan janta na nokar chhe BJP na dalal bani ne je kam kare chhe temne police ma nokri karvano adhikari j nathi janta na Tex na rupiya thi pagar laine ne adhikari jantane heran karva nu kam kare chhe to temne ghr besarido janta jago hindu hoi ke muslim janta ak Thai ne aavi sarkar ne ughada pado ne temni okat batavo janta jago,1
Jay jay sri ram aapade badhay janiye j che ye ke jalaram bapa nu virpur hoy k bajrang daas bapu nu bagdana hoy k aapa gigaa nu satadhar hoy tamam jgyaye ankhestro ma bhaviko ne aasatha tuprvak mafat maa kayam bhar pet jamade che jyare aa sawami narayan madiro maa jojo aa sawamiyo ye dharm ne neme dhandho chalu karyoche laadu ni parsadi jotihoy to 20 rupiya jamavu hoyato aek thari naa 100 rupiya aa sawami loko ne to dhundo che aene Sanatan Dharm sathe koi levadeva nathi aemneto bas rupiya kamava thi matlab che,0
Rupani Tu bhai gujrat na layak j nai pela to ane bike chalavvani okat nai ane odi api didhi che bhul thi tane atle..Tu revade corona thi nai matra atle loko mansik rite mare che atle plz pela to Tu new vala ne k bandh kare ava samachar des ma biju kai thtu j nai la corona j che ak ne ak batay batay karo new ma...,1
TME TAMARA VOTING MATE THY NE BIJANE SU LEVA BADNAAAM KRO CHO BAKI JE AA SAMAJ A KRYU CHE ENA TO ITAHAS SAKSHI PURE CHE AMARO BHOROSO BJP SARKAR CHE NAI K AAVA KOI VYAKTIO VOTE BHAJPA SARKAR NE APAY CHE NAI K AAVA 2-4 MANSO NE TME LOKO PELA AAVU BOLO PCHI MAAFI MAGO ATLE SU TAMARE BOLTA PELA J VICHAR KRVO PLE K JO AA SAMAJ NO HOY TO TMARI HALAT SU HOT.,0
"Aava lokomo manvta jevu hotu nthi aamne matr rupiyathi mtlb hoy che gujrat ane polis frj jvano ni privar nike mrnaroni koy chinta
Aava dlalone hoti nthi aemno privar aa aksmat mo homayo thot to rupiya thi
Gunagarone bchva nikli pdyahot
Sbse bda rupeeya he aava loko mate
Bhgvan ase logoko sdbbuddi de  mrnevale sbhi vykti oko inke aatma ko santi prdankr",0
"Madam aa rite ane aava question bjp na koi Nita same boli juvo tame kesho evu hu karish. Ane gulam thaine rahish
 Pan tame avu nahi karo kem ke tamne khaber che tamari halat su thashe
 Ek midiya tarike tamne bhan nathi ke tame koni jode vaat karo che respect karo ane bjp ni bhakti chodi do
 Ane duety karo sari rite
 Aap aave che
 Ane tamaro aham utari jashe",0
aato aem kahe che ke mari aashta teyaj ray che shalagpur maj to aano matalab ke bije keyay nathi tari aashtha shardha toto pavan tara gharma pan nay hoy ne ka te shwash leva shalagpur aato hasu teyaj hanumanji badhej che pela tu tari aakh khol ne shwami vishe saru lagava mate na bol ke teyaj aashtha che aej jagiya ye,0
Aa badhi godi midia chhe marnara 26 manas modiji na koyi saga nota ee dard jena swajan gaya chhe emne khabar pade midia kyay pan modiji khotu Kare chhe ewu kehwani himat nathi karta ane kato bjp thi dare chhe mane to em hatu k modiji emne sabak sikhwadse pan ewu kayi khas na kari sakya modiji ana karta to amari rajashahi sari ane bahadur hati awi kayarta kyarey na kare,0
Sarkar ne je kayda nathi lavvana ilaveche Ane je lavvana che inathi lavti sarkar  aatli badhi nafrat lavo navo kaydo balatkarine fansi pan aakaydo sarkar khud Jani joined nathi lavti Karan ke aama netaji na putro aava Kam vadhare kare che Ane bhinu sankelayjay che Nana mansonu bahar aaveche Ane amapan muslim atle godi midiya no masalo gala na dava khane javu pade atala gala tanse ama tv9bharat varsh to tv na sfikkar pan fadi nakhse aatli muslim thi nafrat aapno desh 1 divas aavi rite bar bad thay javano shrilanka  Pakistan bangaladesh israil ni jem,1
Bhai ama nuksan chhele apde hindu o ne j che vidhrmiyo favi jai che gani vat gar ma patavi devai eno dhandhero n pitai a midia Vada ne to news ni jarur j hoy che a lukha midia Vada vat ne lambi kari ne pablik ne uskere che samjo sanataniyo samjo jo koi mulo emna dharm ni avi koi vat kari hoy to tamne khabr pan nai padava de tai midia Vada nai phochi sakta emni takat nathi midia ni tai bolva ni et hindu ek thava,0
"Hamesa sanatan guru ne target karva ma ave je koi bolta nathi faydo upade che

Var var avu ghani var sudhi swami ji apda devo na vise bolta avya

Have jalaram bapa jeva sant ne target kare 
Jene maaf nahi karay 

Aava swami kay pan boli jay che pachi samadhan kari jatu kare che

Pan bolayelu vakya pachu jatu nathi mate aa swami ne kyarey maaf na karay",0
"Varsothi moti moti dargaho par shu thay che tyare jatha vala ni najar ma Kem na aavyu , ajmer ma Mira datar ma pahela jav tya varsothi Kem tapas Kari nathi ? Tya midia valo ni fate che?roje pepar ma tantriko ni jaherato aave che te na dekhai? Jangli rammy nanana balko ramva lagya che ,te vishay parmidia Kem chup che,",0
"Yeh Bharat Desh ki Janta na Jane konsey gunaah ki Aajivan sajaah bhugat Rahi hey Janta ghunpashiney ki mehnat kar ke sirf texis bhartey marjana hey Netas, Adhikari ko Aayyashi karney ka kounsa kanuni Samvidhan Prajatantra pravdhan hey Parmatma Jaane Janta behaal Ho Rahi hey Jina muskil susaed, manoranjan sey Mout milati hey kya kare ??????????",0
Je aavirodh krayo che teva kolo pohla mava jevi tuchh vastu khava nu badhakro biju kela dhamma pustko vachya che drekbhagavan ekbija ne man aape che drek seva kre che gamete swrupe hoy aatli samjan hoy to joytutu su drek swarupe drek vakhate judajuda kam kya che  shree ram  emnetime ram lila kri tevij rite shree krushbhavan em lila kri tevij rite badha bhavan ek che hundu ek rho tevi prathana 🇮🇳khota vivado ubha kro nhi koi char sadhu na virudh mate hundu dham nu to vicharo,0
Tane aatla varas kem posanu Sanatan ne badnam karvanu bandh karo santo ne to potani manir maryada thi na nikdi sake tu sa mate gai teni pase purush koi kharab nathi mari drasti a Ek ladi ni iccha vagar koi purush tene tuch pan na kari sake ne aatla varas pachi fariyad karva nu kem man thayu aatla varas posayu galti tamari che ben Santo ne badnam na karo,1
Aavu thodu hoy vadil par hath upade che aamno kay vaak j nathi ne kadach vadil no vaak hoy toy shanti thi vaat karay ne aa mamla ma VADIL sacha che aama sahanshakti j nathi koyma pochelo hoy aa lukho to aakhi sosayti vara sathe mali ne aa lukha ne maro etle badho power utri jase police to kyare aave !!!,0
Are mara sanatani bhaio amone etlu giyan to nathi pn bhagvan ek bijane mota sabit karva to Avtar ni lidho hase kadach manav na kaliyan mate  aavela manvi pota na dharm sachai no rasto par thi bhatki ni jai tena mate ghadi vaar Avtar aavto rahe kono bhagvan moto se kono bhagwan nano se am keva ni aave la a manav sacho rasto ne pakdi ne enaa aatma kaliyan mate aave se k maru banaveli rachna no naas ni thai ena mate bhagwan na ekaj svarup se loko jane puje ej bhagvan ej rup ma darshan bhi aape ena anek rup se koi moto ni k  koi nano ni badha harha j se .jaha prem he vahi bhagwan he  .jai raam ji ki,0
Koi na bachava mate ja bolo cho a badu khotu bolo cho mafi magvani  jarur nathi kam k khota mafi na mage tane to bhai piisa malvana che tamaru gar barvanu che pan bija na gar ujjdi gaya Anu su doba vakil thai na gar nathi bharvana ma na dikra gaya che taro marse na tayre khaber padse doba,1
"Je shaheb vat lari rahya chhe amari system aavi hati tevi hati

To ej vat chhe saheb ke hati , etle tyate koi Ne saval nato uthayo ; Atyare kai Randhai rahyu hoy evu lagi rayu chhe etle muddo banyo chhe

Aasha rakhiye Je kidhu Saheb e evu j hoy , ne kai pan khotu na thayu hoy ...😅👍🏻",0
Ekdam sachi vaat chhe.  Ek j vaat kais ke bhagwan no janam adharm no naash karva thay chhe pan aa swaminarayan ane emna santo to dharm no j naash kari rahya chhe.  Hindu ne jagrut thavanu jaroor chhe. A loko hanuman ji ne pan nana ganave chhe. Ane tamam swamio aava j chhe 1-2 nathi. Aakho sampraday khoto chhe,0
Garibo ne danda mare bethela lolo ne police jeep ave mare 8 10 hajarno memo fade aa banav pachhi ig keva pagla lese tv par to samanya loko ne bo dhamki ape chhe ig,0
Pipavav port ma aavine jo gopal ketala pase private nokari che ane sara udhyog gujrat ma tamara neta aava Nai deta nirama jevi company ne tamara kanu bhai kalasariya e ja karo aapi ne amara gam ni pragatti rundhvanu kam kariyu aap wala nu evu che karavu nai ane karava dais nai em,0
"Khub khub dhnyavad Baba Saheb ne  k jene aa kanun bnavyu
Jenathi aava guna karta loko ne saja thai ske chhe
Pn afsos k kanun nu puru palan thtu nthi ane lagvag ane rupya chale chhe aa Samay ma",0
"Ha sachi vat, Chutani vkhte to Dj 🎧👨‍🎤🎶vgadyu bojjj mask 😷vgr bdha a but,, tyare koi ne ksu j nai dekhayu ne amne bdha kidhu k mrg  ma k kse pn Dj, bend baja ksu j ni joye,, aatli bdhi moghvari km?? Paisa vara ne kai j vadho nai aave but medium varg ne garib ne ketlu Aghru thy gyu che,, Je loko evu kese ne Tmne khava nu pivanu dekhay che modi a Je kryu aatlu bdhu te nthi dekha tu ene mare kevu che k to modi ne jai ne ke ame bdha loko upvas pr utri jye? Lakho pgar aapse amne? Atla pgar pn nthi hota ghr kevi rite chalavu? Modi krodo ₹ na kpda pere che ena krta ssta kpda peri ne garib ne kaik aap de eni life sudhrse,, keva mate Bo bdhu che but Koi frk nthi pdvanu,, aa bdha   Corona vaccine nthi leta ne atle bhanu kadhe che khotu k corona aavyo m,, ena bhane bdha vaccine to lese, 🤨Bo hosiyar che sarkar aapdi",0
"SUE JANAE RONAK TU TANE DHARM VISE KAE GYAN NATHI NATHI SHASHTRO VACHYA  TO TU BHAI BOOM NA PAD 
HAVE TAMNE KAU KE NANO. MOTO ATLE AMUK LOKO FAKT SWAMINARAYAN NO VIRODHAJ KARTA HOY BAS BIJU KAE NO KARVU HOY EVA KHALI SAVALAJ PUCHYA KARE ANE PIN MARVI EJ EMNU KAM HOY TE NANO MOTO KEHVANO ARTHA CHHE BIJU KAE NAE . BAKI JENE SHASHTROKT VATU KARVI HOY ANE SAMJVU HOY TO TENE JAVAB MALE MATE RAKESH TU KETLO ABHIMANI CHHE TV NEWS MA AMANEYA KHABAR CHHE",0
"Mafi mage chhe ke majak kare chhe? Bhagwan nu apmaan kare chhe majak banave chhe emne bhan chhe shu parinam hoy? Aa manas Raam Katha kare chhe toy atlu samjhatu nathi? Koi Vivad ne sthaan j nathi pan have mari lokone appeal chhe ke aamni so called Katha na sambhalo khotu samjhavshe ne tamney paap ma naakhshe. Baki mare emne etlu j kahevanu, ""JE SURAJ SAAMI RAJ NAKHE TE ULTI AAVI PADE MATHE"". Aamne ane emna Shrotaone Sadbuddhi save e mate BHAGWAN SWAMINARAYAN NA CHARANO MA PRARTHANA SATHE NILKANT VARNI NO ABHISHEK KARISH.",0
Apna darbaro gana kapana ghani shamao kari chhu thayu have kaliyug chhe have jo apne chhatriyo daya bhavna batavasu shama kar chhu to rajashahi mathi atyare majduri uper avya ghana apna darbaro anya samajno bhog bane chhe koi sath nathi apto ane rajkarnio ono koi dharam nathi hoto aem pan je rajput rajkarniyono jo potana samaj ne agal vadharyo rajput samaj ne muskili ma koi madad nathi karto vot ane note mate badha kare chhe,0
"Aela Jitu bhai kayda ni maryada maj rahine Yuvraj bhaiye kaam kryu hatu pan bjp WALA ni fati etle khota gunah ma heran karo cho.

Pramanikta ni vaat tame karo ma aa Tamara modhe thi saru nathi lagtu..

Ha kemke badha have caroro aape che kemke lakho no time modi kaka ye juno kri have Vikas na name caroro ley che",0
bara barsa jo kapane vara ama no neuma lava to ama nagareka ana gara ma lagavala metara ana solara pana la no adadu karcha kapane pasa lavo joea ana unta na pana jata lo kapa ne bava lasa atala grahak na madava joea,0
Bhai tme dnka na jor vala ne ? Rajkot agnikand bow bolta ne huto bolish dnka na jor pr a dnko kya gyo ? Rajkot agnikand nu su thyu a bolta bhi nthi & hve biji bdhi vato kro cho dnka na jor pr ...tme am keta hta jta sudhi gunegar ne sja nhi mle tya sudhi bolish Kai sja mli ? Mli hoito jnta ne jnavo na mli hoito dnka ni vato krvanu bnd kro ...nhito neta & media ne ek sarkha smjvama aavche ...joke jota avuj Lage ekj maa na bne beta che,0
A  arop ben dikari ni shathe  khoti kevay  a amariri ben dikari she  mafi mago jeno koy apradh nathi  anu sanman koro 18 re varan ni dikari she   ama koy tamari mardan gi nathi tamaru kam nathi ke tame yogi adityanath jevi kamgiri  nay karisako,0
"Jyare jyare bhagvan dharti par avtar dharan kare che tyare manushya janme ave che. Temni raksha karva temna nava swsrupna darshan karva devi devta achuk padhare che.
Tyare tysre sadguru mumuksho pan sathe lave che.
Sachu bolish but darek dharma darek avtar ma devi devta darshan karva avej che .
Aa kalyug ma aspne nahi samjay.
Aap vedio banavva famous thava kai baki nathi rakhyu.
Tamare khub famous thavu hoy to badhaj problems dharmma rahi motane maan apo solve karo.
Bhagvan samaye je sadguru hata haribhakto hata temne te vakhte joyu hatu temaj grantho books ma lakhayu che.koij khotu nathi.
Jo hamna bhagvan avtar le to temni sathe sadguru mukti santo pan  dharati par avse.
Bhagvan che te olkhava santo aave che bhakto ave che.",0
Aa Nana gunehgar 5 che etale  Ane mota gunehgar ne sarkar aazad Karine fulhar kare che Ahmdabad na mota gunahgar Ane hal chutni taim moto gunahgar ne 20 divas na perol male che to sarkarni bevdi niti Kem Ane aano godi midiya virodh kemnathi karta muslim che atale gala fadi fadi ne godi midiya ek varas sudhi chalu rahese  pacha em kahe ke 1 nambar chenal bhai amne khabar che tamari chenal godi nambar van che,1
Bollywood movie ma bhagavan na majak kare to aaj paisa aapi jova janar hindu Che aa aej hindu Che je samay pramane bhagavan badale ane jarur padye murda pase pan Jay aa hindu swarthi ane sagavadiyo Che bhagavan nu apman ni vato karo cho bhagavan nu apman koi na kari sake pan aa je bani rahyu Che ae tamra avnara bhavishya mate khatra roop Che to have nani vat ma pan jago ane ek thay lado aava badha pantho ne mannaraj sanatan na dushman Che jene aej nathi khabar k bhagavan kon Che aa swaminarayan jeva 100 200 varas thi aavela bhagavan bani gya jene tena janm sthan par pan koi jantu nathi gujarat ma aava Ghana nana mota bhagavan fati nikala Che ek gondal pase Che ae pan aavi vato kare Che hindu devi devta mate jenu nam Che ugam ane jene thaye haju 70 varas mand thaya che to aakho kholo ane panth mathi bahar aavi sanatani bano baki nash pako Che badha no...,0
Aava dhongi  vone sha mate  gujrat ma  prvesh  aaposho  aadhogi   bijo  aasharam  chhe  purshotam bhai ni vat sachi  chhe jo chamtkari  hoye to batave  pulvama  ma 40  foji ne marva ma  ne  300  k g  rdx   kona  ishare  aaviyu    aa 2024   ma  mogvari  berojgari  no  muddo  hatavi  ne   hindu  dhrm  na  name  BJP  vot  leva no plan  chhe   ane  midiya  ae  ronak patel   tapas karo  ke aano kharch  kon  aapvano chhe  ne ketlo kharch  thayo  teni  tapas  abp  na ronak patel  jatej  kare ne janta ne janave  lakhi rakhjo  aano tamam  kharch  BJP j  aapvani  hashe,1
...... GADHEDAO ni Jem BHUNKYA vagar aa bhadwao fekuda aney pappuda walao saathey aa Ronakiya e pun DELHI na 78 gaamdao na khuduto ney Jai ney mali ney vaat kari sachu shu chchey e janya pachchi video banavi ney chanel uper batadvy joiey ..... gadhedao ni Jem bhonkvu na joiey SACHCHAI janya vagar .....,1
Atlu  bhath tu kharb bolis to pan Swaminarayan bhavan Purna Purushottam Narayan sarvopari Bhagwan chhe ama emnu kasu karb nathi thavanu amno prchar to vathvano chhe pan tamri jat dekhi avi ke tame navri prja ketli kharab hade tamari Vani no upyog Karo chho kya bolvanu hoy tya kem mo bhanth thai Jay chhe kehevat chhe ke gali na kutra gali ma bhasiya kare Maharashtra Swaminarayan Bhagwan Ni Pachad padi gaya chho,1
"Je Loko ae Raj karyu ae aaje London ma betha chhe bdha rajao na vansaj to pachhi tame ka lado chho ae Loko ne vadhho nathi 
Rupala ae je pan kahyu ae hachu kahyu tame rupala ne chup karavso kale bija 100 rupala ubha Thai jase 
Je hakikat chhe aene accept karilyo bhaio baki koi na thi ver nathi aapnu",0
"Bhai Dihli mo Nana barko ne Daru
Piva ni sut kemaapvipsi su rupiya
Lutva mate sutaapi panjab mo Daru
Ni sukem ledish baun sukan khuleaakem AaLoko jutbolvamoAk nabar najutha se GUJRAT mo na chale fifivjulala koi vot nhiaape",0
Aaj rite badha ne methi pak chakhadwo joiye kadhangi praja unghi rahi che kone kahiye k sachu su che !?  Jene dekhay ne eto parinam no vicharej nahi ne thoki de lafo,0
Bhai taim na bagado kya sadhu calta jay cae kae mhaent karva jay cae aapnae mandira ma rupia nakiyae tar rupya tee sadhu loko mogi mogi gadi ma fare cehal kaya sadu ae javata smadi lidhe rojagar baekari nu bolo,0
ARE BHAI PEHLA LAKHOMA BILL AVE TNYA AA MITUR MUKONI NANA MANSONE HERAN KARO CHHO KEM PELA LOKONA GAROMAJ KEM MUKO CHHO PELA GAVARMENT.KSCHRI GVARMENT OFFISARO NA GARTHI SARUAT KARO GEB NA ADHIKARI NE TNYA MUKO,0
"Morari  bapu  e  sanatan  satya  kahyu  chhe,  bapu  amani  jagyaye  sacha  chhe,   hu  aava  swaminarayan  ne  nathi  manto,  karan  ke  ketlaye  swaminaraniyao  a  balako  sathe  srusti  virruddh  krutya  karyu  chhe,  ne  swaminarayan  wala  prem  ma  Pan  padela  chhe,  aa  loko  ne  sant  kevi  rite  kaheva,  aato  ladudi  khava  wala  chhe,  aankhe  Patti  bandhai  hoy  eva  bhakto  na  ne  darshanartio  na  paise  tagadthina  karavawala  chhe,  swaminarayan  kya  parsevo  padavae jay  chhe K  majuri  kare  chhe,  hu  hamesha  aava  dhutara  O.  Thi  door  rahu  Chhu.  Bapu  ne  maru  mordant chhe K  tame  machak  na  aapta.",0
Aava maninagarna sadhunu hoy ke koi pansadhua lakhelu hoy jo darek sampradayna sadhu haribhaktos siksapatrimo pahelo salok vacho se ke nahi sapst lakhelu se ke sri krasnbhagvanne mara ist dev manva tokhotu bolvu ke lakhvu ayogy kahevay sadhu hoy to tenne vicharine bolvujoia jy hind,0
Je em keta hoi k svami vah tame sahi.      Emne ek var  dharmik granth vanchva   to khyal  aVe  k  har  hari  sivay biju kaij  nathi.  Ne bhagvan svami narayn  ans avtar che emay khotu nathi.   Pan    dharm  che  bhagvan  e bhulvu nahi.    Baki jyare Ram krasn nu va ncho toj tame katha kari sako cho biji vat e  paiso pan eno j thay che ram karsn  ni jatha thi biju. Svami narayn ni lila to ketli  hoi Divyaba,0
"Swami narayan bhagvan thi aapan ne kai vandho nathi pan aa panth ak sweet poison che swaminarayan panth ak dhongi che ana sadhu o mathi amuk ne muki ne badha khota sadhu o che ane anathi pan mota halki na a che je aava panth ma donation aape che Kem ke  , aapda sacha santo to girnar ma che ane  swaminarayan aada am keta hoy ke aam karva nu bhagvane kidhu aam karva nu bhagvane kidhu to bhagvane to am kidhu che ke sacho sadhu a che sachi sant a che je sansad ma moh na rakhe , sadhu a kevay je bhajan kare par hit mate na ke amul dhee na mohanthad khay te , bhagavn na name tame loko a dhandho kholyo che dhandho have bus karo bus",1
Poichama a uj bhagwan Sankar nu apna batavtu putads chhe ghansyam suta chhe siv parvati  thali lai ne ubhela batavel chhe ghansyam krisn nabhakta hata. Nahi ke bhagwan parntu Swami naran na bhagwan hase baki ghansyam maharaj bhagwan hoy to bhagvat no a tarwad khoto pade swaminarnio smji jav mariyadama raho bharat ma Hali nikda hhe gametene bhagwan banavi mul bhagwan ne bhulavanakhel karoma,0
chodina nisar. aetloj sharif hoy to case chhodi de. tari ben ne pan aava raisjada ae kachdi mareli ane tu aa raisjada ni bhadvai kare chhe. vakilat alag kaam chhe ane bhadvai alag kaam chhe. jem aatank vadio ane balatkario na case nathi ladta ghana badha vakilo aem tu pan insaniyat batav.,1
Khota vivad ubhana karo loko tame koe pan student ka samanya manas ne puchaso ke nilkanth aetale kon to tamane jawab ma bhagavan shiv mahadev aem j smbharva malase jer pive ae nilkanth keway ae badhane khabar chhe aapda sastro swaminarayan bhagavan na janm pela na chhe mate loko shiv ne nilkanth tarike mane chhe aema koe vivad na karo dharm ne majak na banavo,0
Rajputo ne sama shil hovu joiye 😂😂😂 aem app bolo chhoto  to tame ribada vada ne su kam chhama na kari ane bijo madar ni vat pan sosial medita uper thay to chhama shil rajput koidi madar na kare ane madar kare chhama shil na hoy,0
Arvid kejarival padharo have apale bhajap ne bhagaviye bas have bhajap nathi joeto mogavari ma thakigaya  ane samiti ma chokha avi gaya tuk samay ma chokha pal band tae jay a chor vikas vikas kari ne pablik ne mara madya chai ane ler kare chai mogavari thi bachavu hoy to  bhajap bhagado,0
"Hanumanji msharaj dhamrm kula kuldevta chhect te daroraj ghanshayam mahsraj na darshan karva,temna dhare jsta hata jyare dharma dev ne kuskeli avibtyare pan teo temna dhare jai vanvan hava kahek lu tyar bad vandvan thi pachha avta vam bula padva thi hsnumanji avi rasto batavi gayela ane janaval ke ashvathama shrap apel chhe te temne lagse nahi te to gnan thi badha asuro no parjsyat kare bhagvan aodhima hata tyare dararoj hanuman gadi darshan hsta hata..hanumaji hamesa darshan karva jata,jyare bhGavan vanvicharan  ma nikalya tyare bhagvan na darshan tatha,dhyan ma joyu to.bhava  van vicharan ma,gaya,chhe tyre tya lodheshvar game darshan karva tyare hanumani e kahelu ke mane tamari seva rakho tyare bhagvane kahiyu k atyare tamare jaru nathi hu yad karu to avjo tyare hanumanji e kahiyu ke mare dararaoj karva no.niyam chhe to.mara,darshan kari jata,rahejo .chhata,pan vanvicharan ek var bhagvan ne malva gayela aghansham.maharj to avttar na avtari chhe tevu janta hata .ane sarvopari bhagav ne seva,kare tema nanu shu thai gayu sarang ma je murti muki chhe to bhagvan vanvivharN vakhate falo apela teni zankhi chhe",0
Bhdva tu janto nthi ki ne bhgwn ne sevk vche na lila chritr che tu tene avdu smji ne midia pr thoke che tu ne hou su jania chia Swaminarayan ram ne kirishn ne line aa bhart jivtu jagtu che bhdva tu bhgwan hode aavi nthi gyo ke tu sw gadi snsntha vishe pnchat thoke che,1
AA Sant ane amara narnarayan dev na darshan mate lakho janam na punya joy Tamara jeva kutra na kaam nathi tame to AA Sant na mutar ma pan na tanavo ane tame Amara narnarayan Dev na tap nu khau Cho ne ena agar bahu chadavo kutra jeva clip kadhi ne batado Cho ane bija ne bhadkave ro rakshas jeva hamna pan amara swami lidhe views malera ane ee paisa thi khay ro ekle bau bhok bhok na karje naka pachi bhagwan taro pan varo kadhse pachi ta rova ni halat pan ni hoy tari,0
"Sant ne mara jay swaminarayan,
A sanatani sant ne sat sat vandan, hindu ni kamjori to juvo potana rotla sekva bija ne thes pohche tevu su Kam karvu joi ye.
Pramukh Swami mahant Swami halma chhe kyarey koi ne dukh Lage te u kary nathi karyu, te swaminarayan dharm ni parampara chhe.

Namra nivedan chhe seri /gali ma hanumanji maharaj nu deri nichej road upper na banavo, kam se kam kamr thi upper banava vinti nu nivedan karjo Swami, 
Hanumanji maharaj kon apman Kari sake ,bhul thi apde seva bhav ma avu Kari besi siye ,jya kachro,pan pichkari tyaj pade chhe ,chhapal peri ne pan baju mathi nikde chhe.

Jay ho sanatan no
Jay ho swaminarayan no
Lakh lakh vandan",0
Vat ek dam sachi chhe ke janta jay to kya jay aa rajooaat sree narerdr modi ji ne karvi joia puchhvu pan joia ature sudhi corona kya gayab hato sakthi 1 month pahla garib gay jevi jantane bharmavo chho kem herna kem niyam saune sarkha lagva joia a janta hoy ke neta.,0
Harsh shghvi ne htavo ane aa dada ne bi aa dada na ma cm jevu kay chhe j nhi ane harsh bhai to pota na shurat ne bi shlamat nthi rakhi shkya to shu krvanu pls aa mntri mandl j bkvash chhe htavo bdha ministar ne juna to to shara hta,0
Sobha na ganthya Saman nitin bhai tame su navu karyu dar varse  graduate chokra chokari yo mehnat majuri Karine pota nu gujran chalave Che. Gujrat na tamam mantri o ne potana hodda nij chinta hoy Che janta ni k Samanya Manas ni nahi aaje Amul MA job joiti hoy ne  15 thi 20 lakh rupiya bharva pade saheb aek pan prasna puchva ni jarur nathi tame javab aapo tame ketla ne rojgar puro padyo,0
