text,label
"aamne pan faansi aapyo ne pela gurmeer ram rahim ne pan faansi aapo pan aey election ma modi ne jitade che aelte aene hamna j 20 na parole aapya ne aani pehla pan aapya hata , gurmeet ram rahim aey to dhalga bandh hatya ne badatkaar karya che pan modi ne haryana ma jitade che aetle aene vaare gahdiye parole aape che .",1
Apana desh na niyam to jadhal che to aa bhaiye barbar karyu baki nyay na malat nyay malta malta varso nikdi jat aa direk kari nakhyo nyay anye barbar karyu bhaiye,0
"Nitin kaka  last 5 year thi koi Govt exam complete thai nathi without corruption 
Tame Gujarat ni vaat karone kya delhi ni govt ma khodo kadho cho pote kai karvu nai and bija je kare ene karva devu nahi 
Aa vakhate pakku tame gare j javana cho 
Koi Govt exam tame lo cho e election orrianted lo cho 
Ex.  Talati jena form 2018 ma bharaya hata haji exam na thekana nathi to batavo haji ketliy exam exam na result pending che tame su karyu e kaho ne khota faka fojdari maro cho 
Ketli job setting thi aapi che e pan khabar che badhane 
@ronakbhai tamne pan kehvanu ke Gujarat ma last 5 years ma jetli pan exam levai ema kai exam evi che jema koi pan issue na aavyo hoy mango aa question no ans  Gujarat Govt jode?",0
"Swamiji e E na bhulvu joie k aa Nana loko e j e loko ne mota karya chhe

Aa 2 line no javab aape swami,

Ane vadhu kau to mota manso ne to badhi khaber j hoy chhe, khare khar tamare javab to nana manso ne j aapvana hoy

Karan k e loko nana etle chhe k eloko shikshit nathi, aarthik parishthiti sari nathi ane chhata tamarama shraddha rakhe chhe tame ko e sacchhu khotu mane chhe,

Kadach etle tamare mota nay pan Nana maso ne javab pela aapvo joie

Ronak bhai Dhanyvaad aa amara Nana manso no tame aavaj banya e badal",0
Dekho Bhai mera to yah Manana hai ki Ham Kabhi Bhi Kahin bhi kisi bhi Jagah Ja sakte hain lekin Kisi bhi samaj mein jakar uski vah Vahi to kar sakte hain lekin dusre Samaj ka apman kabhi bhi nahin kar sakte aapko yah nahin karna tha aapko use Samaj ki vavai karne se koi nahin rok Raha lekin dusre Samaj ki Burai bhi mat karo Jay Hind Jay Bharat,0
Ronakbhai nitinbhai finance minister hta tyar thi temna khata mathi bharti ni file darek department mathi darkhast avti parantu tya thi pass thati n hti ame jivta Sakshi chi aa berojgari na ane ronakbhai tme pan hu tu bolis na munch upar thi apna madhyam dwara GSRTC na Ashrito no prashn Dhirendrasinh sathe uthavel che ane GSRTC na administration staff ma hal 2500 mahekam hal hji khali padel che je gujarat high court ma pan gujarat government swikarel che. High court ma 2013 ma Aa jaher krel hova chata bija 10 varsh thava avya Pan bharti ni manjuri nthi malti. Ame to aa naukari  mate 2001 thi rah joy rhya Chi. Amra pratye Gujarat government ni samvedna kyare jagse te hve jovu rhyu.,0
Are bhosdina badhu bhagvan ni lila chhe krishna bhagvan kehta hata ke aa badhi mari maya chhe tu bhagvan ni maya ne nai samji ske loda santo ne sukam badnam kre chhe ha sankarji avya hata lund fakir,1
Aela bhai tuk ma vat karone aa gandi chodinav swamiyu dharam parivartan karava mange che ane aa lukhhi chodinav public ne khote raste Dore che ... aakho swaminarayan parivar lukhhi chodino che madar chod bhega tya che may kanglav bhadvaav riverseyaav,1
Rambhai mokariya tame kabul karochho ke me Rajkot fire shakhama kam karavava mate 70 hajar apela matalab ke tame bhrashtachar ne protshahan apine tame bhrasht thaya chho jae kabulat apine tame bhrasht chho ano puravo apo chho kemke curreption apvu ne levu banne curreption kahevama Ave che curreption tame pan dudhe dhoyela nathi je puravo tame apo chho,1
"aavi undhaio je gusi rahi che Hindu thaine hindu dharam ma, kharekhar ma to aapde j javabdar chiye.. Mahabharat rachayu aemathi shreemad Bhagwat geeta no sar nikryo to pan aaj kal na manaso ae bhagwan ke ae panth ne pakdine betha jemnu jivan bhagwan shree hari ne prerit hatu to aamne to aemne j bhagwan banaine dhandho banai didho che, pan aenathi pan motu dukh to ae kori khay che ke aatlu aatlu thaya pachi pan #Gujaratio ni antar aatma aa badhu joi rahi che..",1
Aela pn ghare thi bhanva mokale che to rate tya su datyu tu ghare aem hoy k bhane che pn bar farya hoy ae aa tathya na banav thi khabr pade che to khota toda karva karta taiyari karta chokra taiyari j kare baar rakhde nai,1
Gujarat ma police shahi havi thay gyi che. Colector mamaltdar to side par rahi gya che . 4 th pass ne raji karva vargoda kadhe che. A nyayik uchit j che nay  amitshah ane modi saheb nu dhyan doro .. ny to a 4th pass bjp ne dubadse ..  potane Amit Shah samje che. Amit Shah bnva lodha na chna chvava pade,0
"Saheb shree pahela vat kriye To te tamne matar classmate ganavi rahiya che na ke close friend e vykti ni vat par thi koi rite janava nathi madtu ke te tamne koi khota sandarbh thi mitar kaheta hoy and jo tame em pan kaho cho ke maro pahela thi koi mitar hata j nahi to hu tamne chokkas thi kahis ke sure Tamara swbhav prmane koi mitar nahi j hoy biju ke jarur thi tame je post par Pohchiya cho tema ghani mahenat tamne thai hase mahenat kri ne j tane ahiya sudhi aviya haso parantu jo tame Class one officer ni sreni ma avo cho to tamne Tamara hoda ni abhiman vadhare dekhay rahiyu che jya tamaru swaabhiman hovu joiye abhiman nahi 

Te mitar teni Mafi pan mage che ke bhul thai gai

Biji baju tame media ma tamaro pratibhav raju kro cho ke me tapas karawi 14 Varsh pahela te 12 ma hato and aje 14 yrs pachi contact kri ne mane koi gunahit activity krawa mage che tem tamne janavi rhaiyu che to saheb shree pahela to Guno Tamara par bane che ke koi pan purava vagar tame matar Tamara naam thi sambodh Nar vykti par khota aarop lagavi rahiya cho tamari pase kyo evo Adhikar che ke tame koi ne pan Janiya koi purava vagar tame arop lagavi sko ? 


Ama mane em janay che tamari pase kayda nu koi j knowledge nathi 

Tame poté kyak ne kyak tamari Odkhan etle ke tamaru naam chupavi rahiya hoy tem janay che",0
"Nihar saheb aap shree ne mari vinti che ke aa axident patel na chokra ye karyu che chata eno bachav karvama aaveche pan jo kadach aa patel ni jagya ye koi pan muslim no chokaro hot to atyare hindu muslim nu tofan jami gayu hot 
Pan mari aap shree ne namra araj che ke aa marnar vyakti ne ena bap ni milkat mathi valtar apavsho nhi ke public na tex mathi",0
Ae je pan police vado hoy aene kahi tu amara texsh na paisa mathi taro pagar thai aek var nahi sadi satar var tu amaro nokar khakhi vardi paheri ne tane rof jadva nokari ma nathi rakhiyo loko ni raksha karva mate rakhiyo chhe samji leje,0
Gujrat ni asanti karay didhi gerh mantri sahab pathar mayro tame aatlu moto aeksan lidho aava to muslman ne jay siri ram na nara bolavi ne mari nakho cho hindu loko tayare police kem aeksan nathi leti bo galat karo cho,0
Chalo ame modi ne j joy ne besi Raye ane ena jeva bava bani Jaye su che aa dibet  ma  kem atla paper futiya evu ronakbhai Kem nai puch ta ane je thay che to fariyad Kone kariye modi ne ke pachi bhupa ne koi to samdu nathi,0
Aa sadhu am kye chhe k aame pan sankar ne padhravya chhe aare bhai bdha no bap sankar chhe tame to prasadi pan paisa joine aapo chho jamvama pan alag alag rakho chho vip vvip ane pachha dekara karochho,0
"Sadhu maraj tame bhagvat vachiyu hoy ne samjya ho to  kaho ke swaminarayan sanrday kem kahevano bolo jo na janta na ho to tame swaminarayn virodh karta nathi tame kusnabhagavan virodh karo chho a virodh na guna mathi bach vu hoy to bhagvat vachi ne samjo swaminarayan sampraday odhav sampraday kem keva chhe atlu samaji Jason to tame kyarey swaminaran kon chhe tamra khopda samjase bhagavt nahi sajay to tame ava bakhada karta raheso ama mane tari vato mathi atlu samjay chhe ke sampray padto chhe tene tame nicho padva sivay biju kai nathi karta a mathi tamone bach vu hoy to tapaso bhagavt mathi swaminarayan sampraday odhav sampraday kem kahevay jo tame bhagavat samaji jajo ava bakheda kyare nahi karo
.",0
"Gopalbhai bas karo.....gujarat Maa congress pachi bijo koi chor nathi joytau...AAP party ni bas ni vaat nathi .....kyay dur  dur koi b party ni competition Maa aa kejriwal anae tenaa maratiyao nathi aavaanaa,  nathi dekhavaanaa,  aa samji liyo,  tau tannae gyan thaase ke tamae fakt tamaaro time bagadi rahiyaa cho",0
"Je police pcr ma aavya ene suspend na karva joi e , video ma seen che , same badha hathiyar lae ubha che ,ane  e Loko 4 j che ane hathiyar vagar ,to thodu seen joi ne pachad pn hatvu pade , Loko ne vaato karta aavde che but ek vaar potane e jagya pr imagine karo to smj aave",0
"Tamara bape beshadiya chhe Hanuman dadane ato Swaminarayan bhagavane beshadiya chhe tamane shi khabar Swaminarayan kon hata abhan manasho temana book vacho pachhi kaho.
Swaminarayan bhagat thavu koe Nani vat nathi.
Pela bavao dhog Karine lokone chhetare chhe amane pakadone teo gajapive chhe darupeve chhe Kaya shastarama kahiyu chhe ke hoka piva te sanatan dharamama nathi avatu Ane Masha khavo chho paraniyoni Bali chadhave chhe temane pakado.",1
"Lakhyu ane khud ne j khbr nathi bas lakhi nakhyu ne manso puje che avav ne
Sache to apde ramayan bhgvad gita sivpuran visnupuran vachvu joye apde 
aloko na bhgvan sacha 
but bap e bap j rey brahma vishnu mahesh ni jay ho e j bap ne ma bhgvati mata",0
"Ela bhai mara gaam loyej mathi aa bhai ne gnan thayu amara santo dwara ane tamne khabar na hoy to kav amara jilla junagadh ma raheta narsih maheta ji ye ghani vaat dwarkadhis ne rubaru bolavya ane ek sant jemnu naam dasi jivan saheb emne to 11 var emna jivan ma bolavya dwarka dhis ne to pan e loko sant tarike odkhay che sqami tarike nai ko sant ne swami narayan kaheva thi ee kaai bhagvan nathi bani jata ee to je emne maane che emno bhaav che... Badha potan na guru ne bhagvan j samje che....

Sastro banavnaar pan eej, emne vanch naar pan eej...",0
"E bhai morari bapu ne kai kevani jarur nathi potana santo nu dhyan rakho kon kevu chhe pachhi bija ne kyo kodav potanu jovo 
Pote jane buddhi sadi na dikrav hoi em bole chhe



Jay shree raam 
Mahadev har
Jay morari bapu",0
Ela ma chodamna gaydha pikina tedini rate no video che a pikina mara dikra mara dikra krin TRP leva mangas tara jeva nthi jata aa desh mathi pikina tedini rate no video hoi to btav ne agav thi koi ne kay leva deva nthi,1
Emna takla kale udhine kehse ke amara bapa to ram kal pan hata ram ne emne j ashirvad apya ta ke ravan ne mar pachi krushna kal ma pan hata bapa e krushna ne ashirvad apyata 😂😂😂 ek vat kahu tamara aa duplicate bhahwan ne tame game tetlo marketing karso pan e bhagwan ni sreni ma nai ave,0
Rupala ne puso Tari pase se akey avo puravo k jya satriya koy ni same nama avo ne Kay pan ava prakar na vehvar kara johar kari ne pota ne tyag kari didho se matha vadhi nakha matha dey ne Jo a palya thy ne punjay se gamo game pan koy ne nama nathi ane Hindu tva dharma basavo hoy to a satriya e nakar atyre masid ma mola padhta hot akha desh. Ma jo satriya na hot to abhar mano satriya no jene hindutva Sanatan dharm basavo se,0
"Lok sahi che to takla amara bhagavan ne seva karta batavo ae kya kayda ma lakhyu che ke bija na bhagvan ne tamara bhagvan ni seva karta hoy aevu lakhyu che
Tamari jat na takla maru
Jo mara hath ma avi gaya to tamara takla fodi nakhis",1
Are dharm na rachyita o ek vaat to samjo k maro krishn kaniyo joto hase to aene dukh thatu hase Kem k mara kana na harday ma shivji vase che aene shivji na hraday ma maro krishn kanayo vase che mate  aa dharm na name dhating bandh karo ne tame Santo cho sharam aavvi joiae kaik aam ladta jagdta sant aene kahvay k jene koi Thi kai fer na pade pramuk swami gopalanand swami ni hu books vanchu chu apurvswami na pravachn sambhdu chu satsree swami na prawachn sambhdu chu hu morari bapu ni katha Pan sambhdu chu tame Santo jo aavdi nani moti vadvivado ma raho to saru na kevay ame bhale sansari rahya Pan aa badhu joi maro kano Pan dukhi thato hase kem k bolai gyu to bolai gyu pachu nathi aavanu thodik sarm baki hoy to aava jagda bandh karo chokra aavnari pedhi shu sikhse aavu j aena karta to sansari sara,0
"Modi na natak chalu  .bhay aa sayaran  vage to kai surakshit jagya ae java nu  eto kyo ...

Corona ma thaliyu vagadi have aa nava natak chalu .modi sarkar aam janta ni raksha karvama pure puri nishfal gay chhe .  mumbai upar aatankvadi humalo thayo tyare aaj modi sarkare jete govt no vak chhe tem kahyu hatu to pachhi aato aapana bharat no sauthi sensitive area chhe tya ek pan prakar ni security hatij nay .aa aapani govt ni bhul chhe je te loko ae svikar vu joye .hu to modi ni param bhakt hati  pan jem jem news ma aave ke aapana gujarat ma aatala bangladeshi loko  pakadaya ,aatala pakistani loko pakadaya ae bhi chhela 20-30 years thi aapana gujarat ma vasavat karta hata to pachhi gujarat ma to ghana varso thi bjp ni govt chhe . vali pachhu pachhu  pakistan mathi ketali chhokariyu ahi marrage kari ne aavi chhe ane ha nana balako ne teni mata thi alag karva thi su fayado pahele thi kayado banavo joye ne ke bhay pakistani chhokari ke chhokara  sathe marreage karva nahi .aato potani bhul chhupava bijana parivar vikhi rahya chhe .huto modi bhakt hati ane rahis  pan kaikto khotu thayu chhe je bolvu jaruri pan chhe .",0
Aapda thi kain na thay e loko jon kare che tame arji karo ane case karo but aa maramari par utarvanu koi solution nathi pachi dand e bharvo pade and jail ni hawa pan khavi pade. Jene problem hoy e meter use j na kare ke kadhi nakhwani arji kare to pan meter thi kain khas fark pade nai .,0
Yese log    p m ban jaye tho  keya keya kar sakte hai jara socho    or hamare desh ke  p m shree modi keya kahe te hai ke hu tamara jevoj samanvay manas chu mane desh sambhaal vani jawaab dari mali che   tho desh sari rite chalavi saku ye mari faraj che  baki hu tamaro paradhan sevak ja chu   ❤ jo janin se juda rahega  wahi  aage jayega   ye bhai ne abhimaan aavi gayu che   batt khatam,0
Atla varso sadhu santo kaya gaya hata  hindu samaj ma andro andar kajiyo karave chhe amuk santo fiosifi kare chhe to jav ne tevda hoito musal ma pase le jehad nu karo ne and ro andar bajo chho sadhu matho vara e samajik ma kai seava api chhe tyare swaminarayan santo eseva napi chhiy,0
"Chalo samjya k 80 ni limit hati to bhi tathya patel 120 k 130 speed a jato to, but loko ni bhi etlij bhul che jetli tathya ni che , kem k sg highway iskon jevi jagya jya aavi moghi gaadiyo jhadape jati hoy to loko na evi rite vacche na ubhu thavay, ane tyaa street light nathi ekle jetla sudhi tathya loko na joto tyaar sudhi bau modu thai gayu tu, baaki om shanti 🙏",0
aa badha polish vada ne case karoo 12 vage leva gai too a kayo kaydo che polish job karti hoy to amne b khabar hovi joiye 12 vage leva javay  polish pan aaropi kevay rate 12 vage leva gai  .....,0
"Paholo thyne bhasn aapta pela vicharyu ny ke kone sli kre?amne khbr chhe ke tme vifri gya,tmne koi kevavalu  j  nthi lagta.ghdo bhray rhyo chhe..",0
"Aa Government no order che aa bicharao ne upar thi order hoy etle mjburi ma krvu pdtu hoy che 
Aavi rite karmchari pr haath na upaaday aa khotu che ekdm khotu che
Aa bhai ne etli j garmi hoy to kacheri ma jai ne neta o upar aavu behave kri aape to vandho nai

Baaki aavi rite nirdosho upar haath upadi ne hlko thaay che e khotu j che


Aane saja thava joie",0
"Ramchandra ji keh gaye gaye siya se Asa kalyug ayega hans chugega dana tunka koa moti khayega.
Sacha hasla hase a udi jase ne bagla bhagat hase e avi ne besvana. A kalyul ni vani che je stya thay .dharm premi loko a bahu samji vichari ne koi ne guru karva .sacha sant hoy ane j maan apo bija kalnemio thi savdhan.",0
"Gem zon ma seftina sathno hova joea aena krta 4 gna hot ane Ronak patel gem zon ma aag lagi tyare  hajar hot to shu  dha ne  bchavi shkt?
   10 minit ma aakha gem zon ma aag Prsri ge hti......vicharo",0
"Chodinao Aa charcha karvani che? Muddao par charcha karo ne, And modi ni gand ma jor hoy to e pan jaay rixavadao na ghare bhojan karva, kone rokya? Ane pela advertisement vada dofa ne kaye 20 crores to aa loko e 2 mahina ma kharchya, modi na phota mate 2 divas maj 20 crores kharchai jay che… BJP na chutiya loko ne bolta sharam nahi avti?",1
"Chodinao Aa charcha karvani che? Muddao par charcha karo ne, And modi ni gand ma jor hoy to e pan jaay rixavadao na ghare bhojan karva, kone rokya? Ane pela advertisement vada dofa ne kaye 20 crores to aa loko e 2 mahina ma kharchya, modi na phota mate 2 divas maj 20 crores kharchai jay che… BJP na chutiya loko ne bolta sharam nahi avti?",1
"Ronak bhai mane ek sawal no jawab api dyo.... Jyare bija sampradaay na loko evu bole che ke ""olo swaminarayanio che"" ... Jyare avi rite swaminarayan bhagwan ne gaado api ne bole che tyare tame kya hov cho? Manyu ke shiv bhakto ni feelings ne hurt thyu pan aa granth ma ek pan bhagwan ne apshabdo boline apman nthi kryu jevu bija loko kre che.... Thodi samji vichari ne reporting kro saheb😡😡😡😡😡😡",0
bhai mitro aa to tamne evu laage chhe ke aa lokshahi chhe pan have swikarta shikho ke aa sarmukhtyar sahi chhhe.... ketlaak murakh lokoye aapela vote ne kaarne aapna khissa legaly kapaai rahya chhe,0
"AA  CASE   JE  KOEE  XYZ  LADSHE  E  PAAPEE  ANE  KUDRAT  
NA  KAYADA   MUJAB  AA  SHAITAANEE  KROORTA  NA  BACHAAV  NA  GHOR  APARADHEE  THARSHE  !  AAMA  BHAGIDAAR  SAU  ISHWER  NA  DARBAAR  MA  AANATHEE  PAN  BHAYANKER  KAMOT  NEE  SAJAA  BHOGAVSHE  ! 
  AASHA  LESH MAATRA  NATHEE  ,  TOYE JEEVTO  JEEV  TO  KAHESHE  J  KE   A  INSAAN  HOY  TO  9  JANAM  SUDHEE  KROOR  MOT  NEE  SAJAA  POTANA  MODHHE , MAATHE  CHADAAVE  !  
  AHIN  TO  CHHODAVI  LEVAANU  SHOORATAN  BATAVAAY  CHHE  !!!!!!!!!  KOEE  BHAVE  NAHIN  CHHUTAAY  !",1
ek ben aawe kahe hu jens nu mothu nathi joti bijo sathdhu aawe hu ledia nu mothu nathi joto aa shu se bhai jene 5 indri kabuma hoye to gametem jovo narsih maheta . jalaram bapa goro kumbhar sati savitri ganga sati aabato bathanu moyhu jota hata to pan bhagvan pasand thaya sri krisna malya ...!,0
Tamne CM keta sharam ave che saheb akha desh ma potani ane Gujarat ni izzat ni dhajjiyaan udavi nakhi tame to modi saheb jetlu karine gaya hata aenathi 100 ganu pachal lai gaya tame Gujarat ne have pote j kursi chhodo to saru kevay...,1
"Swaminarayan sampradday na hmna khub j kissa aave se 
Koi gam ma thi koi ni dikri ne parni gayu bairi sathe bhagi gayu
Kale kok krishna bhagvan ne bhagvaan nthi manto em bole se 
Swami pehla potana loko ne sudharo bija aapo aap sudhri jase 
Om",1
"Aek hathe taali naa pade .
Nine year pahela kam fariyad naa lakhavi ?
Fariyad lakhava no time hoy chhe k nahi ?
Sha mate lampat mahila ae vidiyo utarya ?
Main Crimer mahila j chhe .
Sha mate nine year suthi sahan karyu ?
Khoti fariyad chhe .
Ok
JSN.",0
"Bhai to potani faraz kari rahyo hato thappad maray 😡 aato aa bhai sant rahyo baki to farij waday marto koy ni pan na khavay aa bhai kai aena garthi meeter nathi layvo aene office thi suchna mujab kam kare tamne prob hoy to office jao aavi rite koine maray thodi 
Bhai pgvcl na line staff ne kau chu bhai aanu meeter kadhi lai aa bhai ni uper fir karo aa bhai ne koi pan halat ma metter malvu joine ni🤬🤬",0
"Maryada Purushottam Bhagvan Shri Ram na Sevak eva Kasht bhanjan Dev Shri Hanuman Dada ni aad ma Purn Purushottam Bhagvan nu J halkato apmaan kari rahya che emne nathi khabar k Bhagvan Shri Ram, Hanumaan Dada k Svayam Purn Puruahottam Bhagvan Swaminarayan aa sankhi nahi le. Aa Adhyatmik vat ma jene Shastr nu gahan gyan hoy eva loko bole ee barabar che, baki faltu comments apvi nau baki Thakor ji nu apmaan J karse aeno Thakor ji kul sahit vinaash j karse..
Kashtbhanjan dev ni jai
Jai Shree Ram
Jai Swaminarayan.",0
saheb  tame pan tamara rotla seko chho .. bolvanu hoy tyare bolta nathi....baki public badhuj jane chhe. ...su? jarur chhe juno video muki ne . public ne  sukam uskero chho ....tamare bolvuj chhe to saru bolene..sara mudda par bolo ne .... makhi jeva na thav  aakhu sharir muki ne gumda uper bese..virodh thay tevu na bolvu joye.....jay hind jay bharat,0
"Sachu Bolo To Aamaj Thay , Mansukh Bhai Ek Dum Sachu bole che, Je Loko ne Andhvishwas Mathi Baar Kadhva mage che , Pan Mane Mansukh Bhai Ni Vaat Ek Dum Sachi lagi",0
Sir vidharmi na kaheway...kemke tame bhi koi sadharmi nhi ...pulwama aattak karavnaro sadharmi samaj no 6e......ae to khabar6e....aemne je karyu e khotu karyu pan aena chalte tame aakaha samaj ne kharab ganao e yogy nathi evu tot amara smaj na loko pan birthday ma talwaro laine fare 6e...tyare tame sadharmi shu karta hov 6o...ae bhi dhyan rakho...😂,0
"Ghare ghare bhuva fati nikdya che sala o mataji na naame daru pise sigrate pise alya sanatan sanskriti su che khabr che ved,upnisad,bhramma sutras, geeta,ramayan,mahabharat ane vacho ane anu saro potana ist par vishvas rakho jivan ma karm j badhu che sara karmo karie to bhagvanne pan apvu pade aa ganda naya dhoya vagar na pira pira daat vara bhuva su kari levana su gappa mare che yar had thai ajthi 100 varas pela urti atli andh shaddha nati jetli aje che",0
"Bahu vidio na banavo
Swamnarcay matr hindu  bhagwan ne  gaal aapnaar halka sadhu 
Have hindu e kasm.lidhi se sathe 
Mali ne aa swm nry je bhagwan galo aape se..tena mandir ma ek rupis daan na karisu na bhojan sala ke dharmsala me kyare pag mukisu ne koi swaminarayn ni naam ni  koi pan prodt na kharidi su na ena naam ni dukan ma koi hindu pag mukse hindu potana bhagwan ni sogandh lidhi se 
Boycot darek swmnry",0
Salkanpur to k hamara swami tya pela bhoot utarna ma famous hatu to pan ghus mari. Have hamara bapa ne adphet ma lidha swami tame bhulta nai hame lohana che dada jasraj na vansaj waagh bansuri ne to badha maachde chadi jaso ne maro baap kalyan bajri na rotla khavdavto ne e a kishan pela pachi nai,0
Hve tare rupiya joiye etle 8 yrs pachhi jagi..su leva koi ne badnaam kre chhe? Tare complain tyare j krvi joiye ne ..jyare  first time taro rape kryo hoy..,0
Atar sudhi aa ladies su karti ti ? Atar sudhi jalsa karvana Sara lagta ta ?16 mahina  pachi kes karyo Swami par enu Karan su  ? 16 varsh jalsa Kari aane pachi fasave che    jo   k.  Swamine bhi kadak saja thavi joiye k biji chokri sathe aavu na thai.  Aane. Chokri ne bhi khash saja thavi joiye ken k 16 varsh jalsa Kari ne police kes karyo che. Tenu. Rahasya su che. ?  Kem. 16. Vars pachi police kesh karyo. Atar sudhi Kem nahi. ?,0
Lockdawn thi kai nai thatu to su leva gaya varsh lagadyu haal jetla cash che ena karta ocha cash ma gya varse tame loko e lockdawn lagadi nakhyu hatu ane garib manso ni vaat to tame javaj do haal je garib che e madhyam varg vara che garibone to tame marinakhya. Kisano ne marinakhya nokrivaraoni nokri khaigya,1
gaddar tukde tukde gang member no MLA  kya mari gayo ? kem fakt upper kast vs Dalit j karavu chhe ? jyare peaceful kom ni vaat aave chhe tyare  kem fati jaay chhe ?,0
"Thay a kari lejo mafi nai magiye nikdi padya Cho mafi mago
Morari bapu Ami Ram Katha ma Ali mola Ali mola kare che Ane mafi mangavo
Amaro Swaminarayan bhagvan Satya che je bolo Cho a bava nathi tame dhongi cho",0
"Sir ine chhodnaa nahi chaye saudi arab jese kanun ki saja honichaye inke waja se hamaari kom ko badha naam kiya jaaraha hai inke jo sapotar hai une bhi saja honi chaye 
Maar dal naa chaye aese logo ko jo khopha aur deshat felarahe hai desha mai",0
Ha police avu j kare chhe jamnagar mahila police pan avu j kare chhe same vara thi paysa khayne jem man pade em bole chhe Ane ame husband ni camplin Kari to em kiye chhe tame Bano tame potani rite bija sathe relasanship ma raho avi sala ape Ane k tame amne puchhi lagan Karo chho Mane tamro theko lidho chhe avu avu kiye chhe atle gujrat police vise karyvahi karo,0
aa vikas bapu ne apshabdo bav aavde che...swaminarayn bhagwan  game teva virodh ma pn sthir ane shant hata e bhuli gya lage che..hali mawai ane bija abhadra shabda no upyog kari ne tilak ni garima nu khandan kre che..ek vat avashya janavi dav ke shiv ne rakho baju ma evu kem bolya aap? jo shiv ne tame padhravya hoy to aa shabdo na hoy tamara...shiv sanatan dharma na j che ..jo shiv ne tame side ma rakhvanu keta hoy to hindu dharma ma tame aavo j nai..su khali public ne attract krva j Shiv ni pratishta kro cho????? aapo jawab aano to khara kv,0
